name,MV,MVerror,Mbol1,Mbol1error,Mbol2,Mbol2error,a,aerror,M1,M1error,M2,M2error,R1,R1error,R2,R2error,L1,L1error,L2,L2error
TIC 67707714,4.486379203,1.46784029,5.415329025,1.198486578,4.686762782,1.198486578,3.087231715,1.193786909,1.462702303,1.144698302,1.365444962,1.01651591,0.919603163,0.355596961,1.479044403,0.571924627,0.770851202,0.606893017,1.507985104,1.187240321
TIC 29780293,3.093347021,1.278272621,3.177581652,1.043705225,5.045774172,1.043705225,3.951461128,1.307533706,5.081654744,3.561226223,0.350856366,0.217340651,2.154128889,0.712798643,0.967022616,0.319986613,5.567118896,3.932797673,0.996215945,0.703760028
TIC 100765074,2.621122212,1.214010964,2.819413556,0.991235801,4.34462977,0.991235801,3.666691577,1.14711797,3.224278709,2.166151862,0.286395505,0.165934021,2.036257653,0.637039603,1.012838854,0.316864843,7.540507474,5.107447188,1.850606525,1.253479971
TIC 13135572,3.299435919,1.306317768,4.305923615,1.066603991,3.60440528,1.066603991,4.449582173,1.507929081,2.773216818,1.977955355,2.737250771,1.74443546,1.375561069,0.466167037,2.076144861,0.703589481,1.992744125,1.432515898,3.80240937,2.733422623
TIC 178859380,4.264225705,1.437609028,4.464200437,1.173802856,5.440188511,1.173802856,2.811139641,1.061133134,1.067721255,0.772812344,0.723803662,0.557241608,1.495218435,0.564406621,0.753020891,0.284246078,1.825449312,1.414548895,0.742975595,0.575735136
TIC 247003050,3.543762513,1.339566406,3.615546944,1.09375139,4.782604293,1.09375139,4.654271185,1.621880096,3.797846992,2.501737192,2.535867253,1.84564831,2.345175216,0.81722634,1.281769046,0.446659771,3.81790089,2.80002896,1.303171911,0.955739606
TIC 252725557,3.870842986,1.384076421,4.731166729,1.130093665,4.421194355,1.130093665,2.417353553,0.87384282,0.634060938,0.473694184,0.500134536,0.344047717,0.84763789,0.306410406,1.199864893,0.433736025,1.393431475,1.048538385,1.85384989,1.394997031
TIC 261259291,2.523657821,1.20074774,2.935538248,0.980406425,3.653524981,0.980406425,4.240634034,1.31105335,3.855766684,2.567010105,0.861540445,0.49215772,1.932032921,0.597315923,1.390329628,0.429840515,6.739607696,4.523783308,3.478883811,2.335108693
TIC 302625238,2.774278471,1.234852891,2.989621991,1.008253163,4.430947925,1.008253163,3.655286329,1.164810563,3.312292638,2.256658473,0.341430351,0.202216637,1.927438429,0.614206505,1.010656888,0.32206063,6.501242275,4.465476239,1.723717049,1.183961034
TIC 308018120,3.53112725,1.337846964,3.859082119,1.092347472,4.689896438,1.092347472,3.330297951,1.158854023,3.010806725,2.189059466,0.515287359,0.338857697,1.573679967,0.547598259,1.045699718,0.363875348,3.04849832,2.233479639,1.418274298,1.039097429
TIC 36883123,4.195832943,1.428301952,5.208742275,1.16620366,4.605481724,1.16620366,2.475795463,0.927597431,0.746149014,0.571507579,0.610504628,0.438033136,0.793733387,0.297385249,1.138219317,0.426452561,0.915603891,0.705975996,1.595922693,1.230535523
TIC 388705796,1.948143927,1.122430219,2.217891972,0.916460436,3.123061304,0.916460436,7.238654526,2.08231273,15.68652195,9.871744292,3.251621927,1.704302234,3.42557311,0.985419938,2.399218158,0.690172807,12.65976667,8.031477905,5.499940211,3.489215041
TIC 76094083,3.419802265,1.322697553,3.785820804,1.079978029,4.414380702,1.079978029,3.921363468,1.34736826,4.291277971,3.091609108,0.978823387,0.634094878,1.734724315,0.596045866,1.330839942,0.457272454,3.239989911,2.352401597,1.816016117,1.318522382
TIC 114500611,2.232588491,1.161138222,2.370649311,0.948065388,4.500022189,0.948065388,3.734832984,1.113875468,2.982991129,1.931369947,0.223667545,0.122397676,2.0004934,0.596626551,0.960963226,0.286597384,11.16328147,7.286942012,1.570517297,1.025170646
TIC 18636142,2.879888628,1.249224613,3.327599804,1.019987625,3.943535248,1.019987625,3.774621089,1.218055314,3.076715875,2.116127191,0.718912216,0.432216147,1.678506976,0.541647571,1.247116518,0.402439574,4.790382298,3.321578992,2.716414227,1.883520744
TIC 199682033,4.83311316,1.515024805,4.847260011,1.237012573,6.371656526,1.237012573,2.206475052,0.885599306,0.692217296,0.538066712,0.245121738,0.196641541,1.357028261,0.544662078,0.508597898,0.204132807,1.329897332,1.072263885,0.326632586,0.263355912
TIC 219517559,3.825648516,1.377926232,4.653351006,1.125072057,3.89546934,1.125072057,5.139670185,1.848609986,5.417955689,4.033317848,4.963915939,3.394539651,1.582839679,0.569307588,2.41064618,0.867048748,1.492877505,1.119468464,3.000383999,2.249906812
TIC 356199330,4.019749059,1.40433997,4.443448532,1.146638784,4.408499598,1.146638784,3.931322051,1.444734858,3.333632622,2.519411692,2.087557934,1.464194492,1.447014987,0.531768439,2.042719874,0.750686046,1.832791659,1.394831718,1.892747466,1.440460615
TIC 380127556,2.649465736,1.217868029,2.946173677,0.994385082,3.699825098,0.994385082,5.755189496,1.806680821,10.10163753,6.804299873,2.270875471,1.321108703,2.610170249,0.819389967,1.945157972,0.610627957,6.720069406,4.563633429,3.356705114,2.279555574
TIC 382450659,4.985784533,1.535800747,5.129942173,1.253976059,6.08453586,1.253976059,2.379853148,0.970878181,0.766075321,0.60674527,0.740890946,0.60070594,1.165214238,0.475357516,0.682118319,0.278275066,1.035253638,0.843197982,0.429743474,0.350019374
TIC 405533713,5.135654665,1.556195489,5.075811088,1.270628296,6.314687189,1.270628296,2.595618385,1.075922878,1.143303815,0.922198551,0.736696703,0.603473141,1.412040465,0.58531202,0.669605234,0.277561445,1.098904915,0.903801347,0.351082899,0.288750366
TIC 445133704,4.37230681,1.452317003,4.238446295,1.185811868,5.863941334,1.185811868,3.228445432,1.233065791,1.915364582,1.405516587,0.513680944,0.39865652,2.087303384,0.79722035,0.704806495,0.269192339,2.262585085,1.766988204,0.506298807,0.395399062
TIC 72637266,2.990767386,1.264313301,3.44282629,1.032307487,4.006788979,1.032307487,3.824728618,1.250485557,2.961877514,2.057214237,0.948759386,0.579368865,1.577488248,0.515755879,1.435454222,0.469318206,4.33507688,3.035353263,2.57876477,1.805610898
TIC 147610499,1.816470509,1.104511737,2.67700807,0.901830057,2.376653619,0.901830057,6.33035709,1.790239309,5.190912792,3.222637902,4.450665474,2.285757678,2.082708204,0.588994593,2.801601651,0.792299286,8.238422673,5.155713216,10.86390227,6.798772861
TIC 429353316,4.714869479,1.498933878,4.940155954,1.223874387,4.911531005,1.223874387,3.830526574,1.51809087,4.054704953,3.225734864,2.45152329,1.877918496,1.369947456,0.542929199,2.043043242,0.809686406,1.211589908,0.969098651,1.24395774,0.994988288
TIC 1102093577,5.368209071,1.587842135,5.236395071,1.296467675,6.316486174,1.296467675,2.772937325,1.178148181,1.405723746,1.166131163,1.277638498,1.063102914,1.42375654,0.60491673,0.751714635,0.319383789,0.962525329,0.803379347,0.355939123,0.297087392
TIC 141782808,3.051701344,1.272605362,3.37839023,1.039077927,4.358456994,1.039077927,3.248335814,1.069652648,2.32603948,1.624209402,0.388846477,0.239482508,1.606288296,0.528938702,1.075561771,0.354174433,4.616097986,3.249276637,1.871752033,1.317528391
TIC 149622009,5.618195581,1.62186099,6.649282468,1.324243953,6.008910781,1.324243953,1.294103173,0.56459705,0.174270458,0.147415411,0.145146195,0.124052763,0.390986236,0.170581203,0.630173735,0.274934982,0.266405004,0.225790568,0.480497411,0.40724379
TIC 164720673,3.737978901,1.365995909,3.873366103,1.115330989,5.718465312,1.115330989,2.250310995,0.801497673,1.281853739,0.947661679,0.060991658,0.041229458,1.351635352,0.48141461,0.526250545,0.187435687,3.045966074,2.268576905,0.556782245,0.4146807
TIC 22129510,2.742412332,1.230516459,3.200275037,1.004712481,3.707480666,1.004712481,4.076844009,1.294200678,1.77775332,1.048118682,1.649996735,1.120897447,2.081162973,0.660668528,1.361926825,0.432345858,5.345221033,3.660885658,3.35029784,2.294583748
TIC 356198153,2.455025101,1.19140801,2.64373069,0.972780567,4.417860558,0.972780567,2.791884084,0.855931189,1.393963843,0.922063324,0.088471348,0.050035184,1.591114792,0.487801332,0.648063195,0.198682139,8.784935349,5.858661437,1.7142992,1.143263805
TIC 377296926,2.881015848,1.249378008,3.05421747,1.020112872,4.713207361,1.020112872,3.203996446,1.034055161,2.456685618,1.689847746,0.183055393,0.110071993,1.828643506,0.590174891,0.859575752,0.277418767,6.162410239,4.273349946,1.337071556,0.927198034
TIC 423833748,2.934233847,1.256620061,3.20830361,1.026025983,4.424600534,1.026025983,3.260296369,1.058870439,2.373160646,1.640123971,0.318257957,0.192811197,1.653621536,0.537058833,0.998261887,0.324212858,5.36311798,3.736609985,1.749438102,1.218874525
TIC 441741602,3.2090222,1.294014019,3.314438276,1.056558022,5.574554461,1.056558022,2.614617194,0.876880172,1.615944359,1.143757716,0.075480241,0.047510487,1.498890231,0.502691991,0.573314506,0.192275995,4.940518703,3.524721895,0.616206214,0.439620952
TIC 66080183,3.257389363,1.300595956,3.897003415,1.061932151,3.447786545,1.061932151,6.233901666,2.102416107,8.58032355,6.098106626,6.958757075,4.409332637,2.144021825,0.723082631,2.956421152,0.997068575,2.89708015,2.075301899,4.381746602,3.138831711
TIC 442830360,4.047447622,1.408109267,4.317841099,1.149716402,4.789685166,1.149716402,4.093030146,1.508758517,5.87888793,4.452453577,1.560525295,1.098473042,1.69569159,0.625059928,1.43198269,0.527852472,2.061073724,1.571824783,1.334614687,1.017809512
TIC 169554360,4.0972474,1.414886159,4.196627153,1.155249711,5.229502385,1.155249711,3.732847886,1.383545132,2.36534986,1.675747132,1.589211876,1.208196296,1.945606556,0.72112086,1.010206211,0.374423477,2.311577885,1.7694234,0.892808751,0.683410542
TIC 11598102,2.979981284,1.262845498,3.187394984,1.031109032,4.451204046,1.031109032,4.157012983,1.357402227,5.201466073,3.60933203,0.587248067,0.358067095,2.13649035,0.697634761,1.148097788,0.3748919,5.481556709,3.83448612,1.711513334,1.197246416
TIC 179739831,3.345407338,1.312573686,4.256406466,1.071711926,3.706581602,1.071711926,4.391415708,1.496093304,2.970911152,2.12714803,2.56283278,1.643552967,1.415305108,0.48217446,2.013513739,0.685975691,2.091319216,1.509131732,3.470166186,2.504131299
TIC 193823999,3.684807791,1.358760237,3.918069984,1.109423088,5.332119999,1.109423088,2.265429918,0.802088511,1.167747924,0.859648574,0.106558872,0.071526551,1.199765997,0.424784062,0.60913711,0.215668502,2.913800636,2.161101816,0.792209101,0.587564059
TIC 206537272,2.227393408,1.16043126,2.4053969,0.947488156,3.522103289,0.947488156,6.474342505,1.929649971,6.793758571,3.714862901,3.746541156,2.424505829,3.498638348,1.04275413,1.908412573,0.568794169,10.80869171,7.051886843,3.864475643,2.521289873
TIC 229461186,3.239540316,1.298167009,3.505981196,1.059948924,4.608396638,1.059948924,3.437308421,1.156865,1.414655908,0.894187567,0.835789696,0.59310482,1.781967464,0.599741291,0.915499083,0.308121564,4.148784241,2.967498258,1.502985093,1.075039189
TIC 24066056,3.24646038,1.29910871,3.641755774,1.06071782,4.399196769,1.06071782,3.125441862,1.052743457,2.041407365,1.44950256,0.458767075,0.290256864,1.424658584,0.479868149,1.093955867,0.368477461,3.662560828,2.621242032,1.823091424,1.304760274
TIC 310169616,3.128351508,1.283036128,3.467586444,1.047594612,4.243143798,1.047594612,4.102293504,1.362991994,4.7293186,3.32433911,0.850993815,0.52971987,1.91326964,0.635686159,1.253665311,0.416531821,4.270696597,3.026029285,2.090623256,1.481324429
TIC 32200310,3.819464341,1.377084673,4.829370883,1.124384927,4.159302088,1.124384927,3.275821579,1.177419279,1.344580184,1.00046593,1.304709834,0.891491829,1.007572315,0.362148865,1.564080917,0.562173177,1.268977722,0.95111748,2.352239375,1.763038034
TIC 34274139,3.020685519,1.268384643,3.260897252,1.035631724,4.5583748,1.035631724,3.472686077,1.139381782,2.986436758,2.079713861,0.390385153,0.239391999,1.731382518,0.568063354,1.048835079,0.34412082,5.134590821,3.604539592,1.55422833,1.091085492
TIC 345535359,2.961767299,1.260366889,3.087268509,1.029085255,4.190277219,1.029085255,5.438819314,1.772150301,10.95376375,7.588717778,1.576123461,0.958569383,2.693548995,0.877648877,1.633580799,0.53227558,6.004914648,4.193895756,2.174219342,1.518497731
TIC 405352433,4.364170906,1.451209847,5.297024139,1.184907878,4.544374006,1.184907878,3.407519383,1.300312103,1.951255978,1.513418358,1.733146623,1.270492118,1.069591557,0.408156988,1.572561667,0.600090781,0.853006288,0.665776206,1.706130654,1.331644573
TIC 420899356,4.142654631,1.4210653,4.374516988,1.160294959,4.961517558,1.160294959,3.29168615,1.226125863,2.920478361,2.227958044,0.940242785,0.670028148,1.384715513,0.515795075,1.546209638,0.5759503,1.967744548,1.511306163,1.145957443,0.880140945
TIC 207496306,4.287188842,1.440733915,4.450052697,1.176354316,5.528725714,1.176354316,2.784889871,1.053857972,1.042699297,0.756914341,0.718627962,0.55420498,1.464795797,0.554307998,0.754244603,0.285421228,1.852040046,1.437543834,0.685774238,0.53229439
TIC 31655792,3.072646084,1.27545558,3.241221223,1.04140512,4.479322715,1.04140512,4.315079257,1.424407589,2.715239032,1.677143034,1.39951296,0.979021667,2.32855341,0.768655441,1.143110565,0.377340778,5.243982497,3.69792753,1.676565931,1.182273075
TIC 62401138,2.984812088,1.263502887,2.920234374,1.031645788,4.296383057,1.031645788,5.709293141,1.865332672,6.609271403,4.032648706,2.00625948,1.392747798,3.605618427,1.178022864,1.31884304,0.430890646,7.012728068,4.907650195,1.974365372,1.381701174
TIC 1981434196,4.667058791,1.492427668,4.819489469,1.218562088,5.685470224,1.218562088,2.660100461,1.048838602,0.992466387,0.75574544,0.829348267,0.65754896,1.435407691,0.565960203,0.822264426,0.324206805,1.34987367,1.076182055,0.607996143,0.484722795
TIC 232984544,6.554953949,1.749337658,6.305002455,1.428328217,7.499277652,1.428328217,1.733676344,0.836257379,0.53116947,0.506493262,0.427215419,0.383385569,0.973998806,0.46981877,0.446806031,0.215521681,0.39032013,0.348855389,0.129930428,0.116127575
TIC 255907472,4.16457096,1.424047735,4.389131139,1.162730107,5.324910927,1.162730107,3.046768783,1.137624115,1.21930457,0.87134159,1.133316853,0.866012563,1.457163827,0.544086154,0.892903642,0.333398688,1.944067669,1.495535375,0.821106448,0.631662035
TIC 272079818,2.746686391,1.231098084,2.897867632,1.005187377,4.826823073,1.005187377,2.87192775,0.912165086,1.75026997,1.189477971,0.090458615,0.053364717,1.746530291,0.554722852,0.702039245,0.222977646,7.063691358,4.839721203,1.195224641,0.818913758
TIC 309659124,5.760239545,1.641190726,6.161484859,1.340026616,5.907152722,1.340026616,2.484530318,1.100422632,1.736621086,1.482594284,0.938340532,0.815570441,0.827647672,0.3665732,1.091633989,0.483495306,0.421546452,0.360323111,0.53281727,0.455433501
TIC 335661706,3.464650803,1.328800666,3.73158025,1.0849612,4.956217061,1.0849612,2.566067405,0.886209164,1.512129164,1.093442144,0.157918134,0.102923444,1.39077419,0.480313506,0.762637577,0.263382173,3.414946302,2.488524379,1.105424676,0.80554012
TIC 438365313,2.170746633,1.152722611,2.451187848,0.94119407,3.777656913,0.94119407,3.510405319,1.038843214,1.108834219,0.601185467,0.48909405,0.314750588,1.912590881,0.565997906,0.936714615,0.277204349,10.33130515,6.702909368,3.044861645,1.975494029
TIC 441128066,2.771830957,1.234519827,3.089151155,1.007981217,4.112262542,1.007981217,3.666985188,1.168196724,3.046568079,2.075161415,0.477541173,0.282731383,1.801844803,0.57401628,1.129797853,0.35992132,5.93096706,4.072874974,2.311431125,1.58729089
TIC 445067946,3.166070774,1.28816907,3.271723541,1.051785642,4.485409637,1.051785642,4.243963238,1.416256805,2.873382165,1.797953423,0.896733028,0.6323785,2.678740585,0.89392494,0.981266241,0.327459244,5.126066392,3.643807685,1.676138062,1.191464231
TIC 53603189,3.03855393,1.270816226,3.210286486,1.037617103,4.897542015,1.037617103,2.856179951,0.939072035,1.915080039,1.335717262,0.112501081,0.069160207,1.703532706,0.560097736,0.702362409,0.23092694,5.385070859,3.786245471,1.138385121,0.800399033
TIC 57297550,3.515199247,1.335679438,3.641361636,1.090577694,5.76468243,1.090577694,1.939205697,0.67357424,0.779353614,0.5659053,0.022265871,0.014610945,1.282622639,0.445513114,0.394139811,0.136902663,3.721905776,2.723348847,0.526546896,0.385278663
