name,MV,MVerror,Mbol1,Mbol1error,Mbol2,Mbol2error,a,aerror,M1,M1error,M2,M2error,R1,R1error,R2,R2error,L1,L1error,L2,L2error
TIC 294269932,4.009949129,1.403006369,4.956576106,1.145549903,4.413891567,1.145549903,2.817369627,1.034246448,1.003168592,0.757579293,0.852454197,0.597144213,0.910007466,0.334060529,1.333833816,0.489645687,1.141830115,0.868340908,1.882241343,1.431410099
TIC 349294422,4.598219644,1.483059846,5.364122237,1.210913294,4.903996405,1.210913294,2.630873145,1.029664833,1.06906771,0.843440676,0.831732636,0.627934874,0.944146583,0.369517829,1.358077246,0.531521021,0.813829285,0.645751164,1.24332208,0.986541888
TIC 421260279,2.862144912,1.246809999,3.097875582,1.018016101,4.277206224,1.018016101,4.210339287,1.355803003,5.00806169,3.439034575,0.646921177,0.38795977,2.122853746,0.683596093,1.218378483,0.392339214,5.91326493,4.093708964,1.995699186,1.38160758
TIC 69838619,3.498256776,1.333373859,3.645882972,1.088695197,5.661356351,1.088695197,2.077236978,0.720133134,0.915488764,0.663833951,0.042078248,0.027549051,1.242694729,0.430815386,0.481904114,0.167065734,3.7027344,2.705610996,0.578539758,0.42274259
TIC 405630560,5.520999879,1.608634331,5.435102515,1.313444431,7.930066541,1.313444431,1.66451664,0.718757752,1.144647853,0.962118395,0.037463798,0.031651404,0.928497246,0.40093597,0.374131236,0.161554243,0.809785303,0.682295275,0.081355006,0.068546732
TIC 49735506,4.27715911,1.439369042,4.259516381,1.175239901,5.801955899,1.175239901,2.961539383,1.119481962,1.416516786,1.026961714,0.426778314,0.32888505,1.866085906,0.705393122,0.689009729,0.260450348,2.205938127,1.710995041,0.532865398,0.413307174
TIC 159510983,4.371826851,1.452251689,4.59733816,1.185758539,5.424125589,1.185758539,2.922365952,1.116104287,1.134346739,0.832346075,1.133828315,0.879908158,1.402265513,0.535550501,0.871689452,0.33291393,1.625680142,1.269547435,0.759136947,0.59283517
TIC 100735916,3.207709144,1.293835335,3.483001287,1.056412127,4.694302493,1.056412127,2.926402336,0.981296346,1.902514457,1.34644003,0.262123392,0.164961848,1.440491285,0.483032978,0.885604198,0.296965374,4.229747572,3.017300551,1.386098097,0.988776394
TIC 115906237,4.053920023,1.40899005,4.141420265,1.150435558,6.027774736,1.150435558,2.387008623,0.88051792,1.737119282,1.316282343,0.086588603,0.061001856,1.386210648,0.511344326,0.559954518,0.206555595,2.42568491,1.850781833,0.426867016,0.325696761
TIC 115971584,4.020618473,1.404458283,4.18782576,1.146735386,5.65853552,1.146735386,2.500703286,0.919080007,1.807940069,1.366452204,0.162124411,0.113725434,1.320343929,0.485264171,0.698293908,0.256642991,2.319451709,1.765315818,0.598551372,0.455552578
TIC 141606986,4.066083889,1.410645342,4.933940176,1.151787099,4.42218451,1.151787099,3.228486779,1.192516691,1.611545433,1.222266601,1.280335004,0.903418697,1.021792512,0.377422833,1.493195325,0.551546427,1.169905725,0.89344185,1.87436054,1.431424867
TIC 150083410,4.506873509,1.470629212,5.3850311,1.200763723,4.707709645,1.200763723,3.263102235,1.264589888,1.794595089,1.406529306,1.603480936,1.196803894,1.002176145,0.388385569,1.535969837,0.595253162,0.793692874,0.625776545,1.481088681,1.167744588
TIC 156380098,4.040400047,1.407150214,4.277069047,1.148933339,4.948576893,1.148933339,3.525128279,1.298412506,1.820050952,1.279988027,1.651314721,1.249969921,1.810865752,0.666997213,1.061109804,0.390839178,2.13901868,1.630407048,1.152421731,0.87840117
TIC 185223458,5.184996085,1.562910006,5.113690532,1.276110676,6.354735173,1.276110676,2.647873831,1.103352284,1.20641086,0.978937188,0.876170126,0.720132496,1.380611408,0.575292045,0.693577758,0.289009467,1.064680673,0.878427882,0.339470089,0.280083971
TIC 263078276,5.058566975,1.545705183,5.783090797,1.262062997,5.050268283,1.262062997,3.121763248,1.283453524,2.232264377,1.818981004,1.592228551,1.272325089,0.953262,0.391915522,1.47165268,0.605041981,0.569969824,0.466444243,1.119388572,0.916070173
TIC 30028394,2.575797552,1.207843059,3.116473839,0.986199728,3.401644848,0.986199728,4.907431261,1.52686613,4.981522563,3.332677433,1.878227686,1.081106206,2.030162525,0.631651516,1.893123021,0.589013939,5.721329263,3.859020751,4.399755458,2.967622877
TIC 419635446,3.396442361,1.319518673,3.659159384,1.077382485,4.708775431,1.077382485,3.493584605,1.197187471,1.470529469,0.949618081,1.153259476,0.829245583,1.706578442,0.584813182,1.03061805,0.353173933,3.635916518,2.634809909,1.382825834,1.002081096
TIC 81583239,1.626808454,1.078702,1.926683744,0.880756495,2.975673481,0.880756495,5.730477752,1.580634517,4.210130245,2.098756928,1.391472802,0.846699243,3.426535484,0.945139392,1.368021338,0.377340571,16.28594942,9.988470618,6.197509295,3.80104579
TIC 71032040,3.205413016,1.293522871,3.210826552,1.056157002,4.603007592,1.056157002,5.151439031,1.726948161,5.021122024,3.158939192,2.053471088,1.452990122,2.91399232,0.976875325,1.270529567,0.425927335,5.434090054,3.875668904,1.507489914,1.075162856
TIC 121213501,2.39475884,1.183206811,2.629465768,0.966084316,3.981354583,0.966084316,4.156081483,1.264748458,4.149267721,2.728928204,0.443295201,0.248495829,2.286271177,0.695741399,1.220971755,0.371557235,8.872192859,5.883029601,2.554320847,1.693735178
TIC 158565141,5.22399845,1.568217555,5.816288984,1.280444272,5.33525052,1.280444272,2.824354318,1.181774619,1.88421497,1.552742812,1.206305647,0.983479057,0.878983329,0.367786783,1.313391722,0.549553217,0.558853805,0.462236726,0.870389409,0.719912699
TIC 164775666,4.489995548,1.468332412,5.067863818,1.198888394,5.161379354,1.198888394,2.549102647,0.986085589,1.447825734,1.133354302,0.535963286,0.399183531,0.976216713,0.37763612,0.99538265,0.385050201,1.061832185,0.836195688,0.974203467,0.767187838
TIC 198457457,3.233857794,1.297393715,3.809010834,1.059317533,4.120614147,1.059317533,3.006495962,1.011206334,1.402120123,0.99451239,0.581272052,0.367128751,1.153274781,0.387893008,1.198524782,0.403112416,3.137374222,2.242994883,2.354642608,1.683398583
TIC 248348545,3.420200374,1.322751729,3.659058266,1.080022264,4.885884981,1.080022264,3.082315496,1.059122097,1.070966101,0.693823553,0.673741721,0.485406622,1.577433017,0.542025684,0.858299216,0.294922329,3.641319702,2.643874162,1.17632716,0.854102699
TIC 257002707,3.584280904,1.345080261,3.863840868,1.098253434,5.028074659,1.098253434,2.396114937,0.838811165,1.266635738,0.924922025,0.145672063,0.096479972,1.283632038,0.449362787,0.750459125,0.262714231,3.044739404,2.240265053,1.041973349,0.766665442
TIC 398985393,2.788327305,1.236764695,3.035235376,1.009814145,3.710301987,1.009814145,6.065954326,1.936252276,6.37818402,3.785133339,4.576857022,3.122163919,3.142582403,1.003112124,1.705531292,0.544405492,6.238653854,4.290539521,3.350149945,2.304014788
TIC 417052182,4.548580139,1.476304765,4.620238621,1.205397793,6.670670888,1.205397793,1.885506513,0.734009155,1.068253279,0.839786969,0.047019984,0.035278898,1.100293646,0.428333503,0.444128091,0.172894701,1.609596395,1.272772038,0.243525298,0.192565162
TIC 452819172,3.121163526,1.282057968,3.276411056,1.046795947,5.289611561,1.046795947,2.417250133,0.802462572,1.188359843,0.834806343,0.076157754,0.047358894,1.316619715,0.437082629,0.585057785,0.19422358,5.090846437,3.604934118,0.797094467,0.564439151
TIC 388179896,4.602904098,1.48369732,5.417094573,1.211433789,4.728397103,1.211433789,3.296385845,1.290782271,1.884882636,1.487578522,1.720760363,1.299886645,0.969533792,0.37964519,1.598076143,0.625766658,0.775307288,0.615384576,1.462018454,1.16044776
TIC 41232835,5.95175994,1.66725335,5.671473436,1.36130666,6.650027387,1.36130666,2.19356598,0.991542971,0.880449557,0.782685813,0.684387195,0.591482423,1.3597272,0.6146284,0.613347802,0.277247508,0.670720469,0.579756297,0.27234536,0.235409451
TIC 137687487,1.968845938,1.125247406,2.017122292,0.91876066,3.106428516,0.91876066,8.202929068,2.365988136,14.39574432,7.569383621,3.437182146,2.167636558,5.308756291,1.531215776,1.577697897,0.455058733,15.2474949,9.693676338,5.590826394,3.554397748
TIC 149837469,3.463804306,1.328685472,3.711169284,1.084867145,4.473124483,1.084867145,4.393499739,1.517179474,2.831847921,1.845451474,2.733101757,1.976207022,2.066773987,0.713705987,1.320512215,0.45600413,3.479578487,2.535448184,1.72482309,1.256818775
TIC 167692491,3.013384405,1.267391087,3.869346231,1.034820489,3.585174686,1.034820489,3.130018706,1.026073962,0.945120584,0.65774907,0.829775159,0.508315901,1.16427639,0.381669824,1.639453147,0.537440937,2.930529687,2.055958858,3.807279351,2.671056274
TIC 193322682,4.219852131,1.43157055,4.502179755,1.168872459,5.225405194,1.168872459,2.953194274,1.109370747,1.12546816,0.810003753,1.06909138,0.820342383,1.455280112,0.546677609,0.856391108,0.321704282,1.757841742,1.357766547,0.903003841,0.697485091
TIC 233904049,4.583021518,1.480991643,5.53462712,1.209224613,4.919330873,1.209224613,2.536717141,0.991190965,0.926586717,0.730231182,0.751421587,0.566225249,0.796155452,0.311087933,1.174905893,0.45908,0.694882731,0.550789663,1.224700846,0.970743027
TIC 365056605,2.372874851,1.180228777,2.730538552,0.963652761,3.606165686,0.963652761,4.677535623,1.419590974,5.048713668,3.313540519,1.010637372,0.564702131,2.175172907,0.660145871,1.496282372,0.454108557,8.074031789,5.342575374,3.604454945,2.385062721
TIC 382425148,3.749340099,1.367541972,3.820404003,1.116593344,5.274140238,1.116593344,3.421993415,1.220368172,1.789245368,1.211321184,0.665011392,0.492080479,1.999928352,0.713224314,0.801238268,0.285741544,3.200414635,2.385724509,0.838903013,0.625353807
TIC 398673007,1.676492166,1.085463097,2.001568773,0.886276907,3.068986528,0.886276907,5.266419442,1.462234267,5.825901789,3.563898673,0.927661116,0.466089298,2.64756012,0.735101557,1.577603393,0.438025449,15.23846764,9.396103486,5.701303958,3.515448091
TIC 277104322,5.092325349,1.550299116,5.162901926,1.265813928,5.214445707,1.265813928,3.472961375,1.432978661,4.128660507,3.372059308,1.86335926,1.495111713,1.253729858,0.517301501,1.990156396,0.821158469,1.011318671,0.829443477,0.96442956,0.790986887
TIC 220654235,2.33580368,1.17518403,2.380351964,0.959533742,3.143388945,0.959533742,8.476297588,2.560698233,15.51838859,8.623615792,9.355749451,6.118478279,4.888966207,1.476961728,2.381847107,0.719558465,11.12502722,7.335216379,5.509171474,3.632437388
TIC 123038007,2.987221968,1.263830831,3.173969235,1.031913552,4.928649508,1.031913552,2.534125273,0.828180707,1.28963394,0.895454932,0.08572248,0.052321254,1.457072697,0.476187783,0.654650724,0.213947236,5.552037078,3.886246743,1.103012028,0.772072816
TIC 140757590,3.039853798,1.270993115,3.236410707,1.037761533,4.720318199,1.037761533,3.32399337,1.093048956,2.866210222,1.999331736,0.245170595,0.150746316,1.856167515,0.610374853,0.925125898,0.304214776,5.257434372,3.696920582,1.3403273,0.94249081
TIC 152362660,3.327802839,1.310178017,3.649863902,1.069755871,4.621301378,1.069755871,3.106598672,1.056239088,2.336311187,1.670314913,0.351150232,0.224654299,1.523354331,0.517938285,0.956944366,0.32535971,3.652514181,2.631872146,1.492852571,1.075696604
TIC 241393039,3.662119233,1.355672715,4.71332397,1.106902137,3.993759929,1.106902137,3.449058511,1.21805095,1.468241512,1.078894932,1.447720252,0.968842578,1.079914571,0.381376821,1.639949974,0.579155911,1.398844511,1.035635545,2.713907616,2.009243465
TIC 406954476,7.109745794,1.824835265,7.149343753,1.489971755,10.70461341,1.489971755,0.303011413,0.15551354,0.015250454,0.014157162,7.31E-05,7.43E-05,0.213673411,0.109662895,0.038925869,0.019977794,0.186627944,0.171627469,0.007061042,0.006493501
TIC 44797681,3.259141269,1.30083436,3.881886024,1.062126808,3.763063493,1.062126808,4.214730885,1.421727354,2.671194203,1.898721223,2.144311544,1.359043515,1.558181688,0.525611145,2.239878644,0.755563481,2.937998207,2.104922538,3.277785567,2.348362466
TIC 72304931,3.740577188,1.366349491,3.939172753,1.115619688,5.524511618,1.115619688,2.129856255,0.758815661,1.033680207,0.764347398,0.073917175,0.049984086,1.186296999,0.422648589,0.549510101,0.195777001,2.867280323,2.135929139,0.665785923,0.495965302
TIC 200655763,4.845760002,1.516745822,5.599299179,1.238417778,5.161768939,1.238417778,2.694989666,1.08313474,1.393959809,1.119254023,0.926490234,0.721292657,0.87777659,0.352784402,1.193274605,0.479585208,0.665820653,0.53729,0.996252348,0.803934846
TIC 332918217,2.728548743,1.228629863,2.860207158,1.003172083,4.527881207,1.003172083,4.369225427,1.384713868,5.75564979,3.90507772,0.48041267,0.282678099,2.349456173,0.744599838,1.105768896,0.350445073,7.305647422,4.997273113,1.572494335,1.075631386
TIC 9845586,3.825327351,1.377882527,4.578061029,1.125036372,4.220833388,1.125036372,3.885924166,1.397619115,3.050605009,2.27092088,1.858661575,1.270979242,1.349479458,0.485356432,1.661474212,0.597569077,1.600043309,1.19979944,2.223426589,1.667246106
TIC 158218818,2.974039595,1.262036937,3.237433607,1.030448844,4.157045433,1.030448844,4.811744636,1.570095603,3.263998504,1.98852481,2.728625487,1.892422625,2.300674313,0.750721182,1.444590235,0.471376797,5.232899022,3.658642098,2.243353038,1.568466319
TIC 158389967,3.368362831,1.315697532,4.05377672,1.074262537,3.767002386,1.074262537,4.867399209,1.662620709,4.741516338,3.401403081,3.2368298,2.082281604,1.695405871,0.579121784,2.189481749,0.747889693,2.523794401,1.824672701,3.286727557,2.376264107
TIC 117978580,1.830455453,1.106414846,2.165194925,0.903383939,3.261071976,0.903383939,4.404050153,1.247746276,3.595825189,2.23562342,0.5889257,0.303116918,2.184746082,0.61897769,1.355114854,0.383928306,13.20928373,8.278644086,4.814247885,3.017229821
TIC 231262738,4.733004839,1.501401788,4.967985742,1.225889427,5.056364427,1.225889427,3.250785693,1.290839303,2.691389428,2.143900932,1.436567261,1.102919531,1.196694732,0.47518992,1.780282047,0.70692388,1.182303358,0.946841617,1.089876904,0.872822362
TIC 235277567,5.114125548,1.553265747,5.788198858,1.268236172,5.62609031,1.268236172,2.083151315,0.861523789,0.842967719,0.689514264,0.424646748,0.341629605,0.709009293,0.293223237,0.891298975,0.368612335,0.569364786,0.467628656,0.661049564,0.54293087
TIC 254303140,3.086649723,1.277361234,3.27801283,1.04296108,3.991582376,1.04296108,5.805983111,1.919691852,5.737771021,3.551000837,5.49968108,3.851945352,2.761554471,0.91308113,1.795854185,0.593781722,5.073314928,3.581894575,2.629444471,1.856457369
TIC 322512913,2.563931254,1.20622826,2.706271157,0.98488125,4.374971996,0.98488125,4.234654724,1.315643781,2.406691533,1.382906362,0.580084897,0.38765281,2.572982352,0.799387069,0.903275139,0.280634053,8.34249766,5.620783546,1.793972403,1.208694443
TIC 358069227,3.292981678,1.305439457,3.347435876,1.065886853,4.288896462,1.065886853,5.598450664,1.895863746,6.353973746,4.045783543,3.375104302,2.405934624,3.115312054,1.05497173,1.437007361,0.486629306,4.815970661,3.460174015,2.023483178,1.453830267
TIC 393871721,2.572603541,1.207408409,2.762975746,0.985844838,3.865242919,0.985844838,5.714208456,1.777191653,5.272806769,3.0336172,2.852452626,1.907746008,2.996873396,0.932065819,1.50250795,0.467299121,7.921734209,5.341601494,2.87020818,1.935372722
TIC 157420463,2.942829585,1.257789792,3.17875594,1.026981065,4.511332485,1.026981065,3.313714268,1.07731167,1.231096453,0.746741106,0.484322809,0.334976553,1.890484936,0.614609866,0.834521383,0.271308735,5.513750683,3.844465151,1.615907536,1.126692259
TIC 123036121,2.212641014,1.158423714,2.29693318,0.945849002,4.577395708,0.945849002,4.497938289,1.338114153,5.382756613,3.478320378,0.284676662,0.155319225,2.572665763,0.765355202,0.988419694,0.294049917,11.93490579,7.775386462,1.460945395,0.951780873
TIC 213067604,4.405890217,1.456887126,5.344773251,1.189543357,4.749829641,1.189543357,2.740477558,1.050511681,1.092454376,0.849928047,0.891354807,0.656872936,0.863943473,0.331176844,1.266862358,0.48562839,0.818445755,0.640705801,1.415687328,1.108245816
TIC 218233625,5.092124555,1.550271791,5.956566331,1.265791617,5.367457371,1.265791617,2.305081634,0.951079469,0.869541113,0.710182871,0.662740345,0.531752883,0.712690284,0.294056873,1.070507764,0.441692798,0.486873956,0.399309527,0.837645246,0.686994493
TIC 232449809,2.107513367,1.144117653,2.609901563,0.934168152,3.035722544,0.934168152,5.814637851,1.707051592,7.489768789,4.789811412,2.357053556,1.265809297,2.453818187,0.720387813,2.039274897,0.598686892,8.896617646,5.735899806,6.010305307,3.875013001
TIC 237130278,3.109815267,1.280513665,3.283582354,1.04553503,5.119044607,1.04553503,2.453102335,0.813288766,1.244088928,0.873100049,0.075794882,0.047059149,1.417364389,0.469905604,0.611880015,0.202859512,5.054047029,3.575397921,0.93208255,0.659385635
TIC 242944454,3.212723961,1.294517765,3.227327169,1.056969329,4.669680041,1.056969329,4.989166719,1.673964173,4.490346759,2.827855906,2.060556895,1.458912241,2.739346905,0.9191051,1.277346632,0.428575075,5.354386806,3.821183082,1.418301601,1.012177543
TIC 29777922,1.801315015,1.102449335,1.884842645,0.900146113,4.439704137,0.900146113,4.688769881,1.323375734,5.161514109,3.199323195,0.266502554,0.136546841,2.645664645,0.746722164,1.072650396,0.302748811,17.07555554,10.66914147,1.623417583,1.014343095
TIC 422327572,3.152566076,1.286331314,2.982284298,1.05028512,4.69027897,1.05028512,6.15301667,2.05011133,8.789681227,5.489691537,2.554743486,1.79952646,3.636412072,1.211608872,1.344905225,0.448106285,6.686870704,4.747827606,1.386835841,0.984684434
TIC 428534573,3.587369375,1.345500548,3.841878621,1.098596597,4.905047132,1.098596597,3.122778311,1.093576468,1.173254789,0.777378597,0.756083972,0.552245497,1.649483432,0.577638271,0.897064912,0.314146244,3.107525209,2.287026407,1.167205314,0.859020988
TIC 461662516,3.637497749,1.352322156,4.387402956,1.104166417,4.190754341,1.104166417,3.396332642,1.196113473,2.062966717,1.512912451,1.092900908,0.728997904,1.269192059,0.44698146,1.430165014,0.503672585,1.885818959,1.393446978,2.260265436,1.670128528
TIC 467167691,3.831758388,1.37875768,3.892875025,1.125750932,4.637022694,1.125750932,4.123722996,1.484208709,2.937303743,2.010268048,1.892683111,1.409657511,2.485446386,0.894560856,1.166053015,0.419685329,3.008672477,2.257186545,1.516058103,1.137387328
TIC 5674169,4.471178724,1.465771767,4.640630692,1.196797636,6.072490989,1.196797636,2.03425777,0.785326074,1.203674871,0.940942961,0.092766676,0.068928838,1.10879782,0.428051868,0.549745642,0.212229538,1.571929173,1.236259631,0.420425312,0.330647748
TIC 220511367,4.478743805,1.466801244,5.630953262,1.197638201,4.929852499,1.197638201,1.32929222,0.51359368,0.115427127,0.090282063,0.109092004,0.081136369,0.402363002,0.155459493,0.643220764,0.248518809,0.631700742,0.497072326,1.204901909,0.948112539
TIC 139452314,4.017703042,1.404061543,4.187460603,1.146411449,5.546936195,1.146411449,2.651503575,0.974190255,0.860061839,0.603079662,0.465387552,0.351663973,1.419093333,0.521389791,0.693549327,0.254817305,2.319817679,1.765207677,0.663229167,0.504667771
TIC 158673914,3.638132253,1.352408501,4.607158817,1.104236917,3.918472019,1.104236917,3.911707365,1.377715478,2.158403235,1.582983388,2.079994085,1.387536123,1.225096711,0.431482865,1.875720413,0.660634553,1.540331073,1.138220475,2.904616469,2.146352817
TIC 198037139,3.823716616,1.377663334,4.001121627,1.124857402,5.761839422,1.124857402,1.92194867,0.691127843,0.812329587,0.60463495,0.04560696,0.031180087,1.115624798,0.401175834,0.464903512,0.167178118,2.721856594,2.040742082,0.537747156,0.403181877
TIC 243319567,2.790692322,1.237086533,2.986020334,1.010076925,3.733911497,1.010076925,6.574050883,2.099029261,7.510263727,4.458467217,7.193354393,4.908089779,3.099146545,0.989526762,2.087766046,0.666602997,6.528812024,4.491046845,3.278518961,2.255231454
TIC 257060367,1.839250648,1.107611721,2.220529399,0.904361183,3.114412885,0.904361183,4.845992755,1.374528569,2.467787845,1.271893612,1.43447358,0.892667223,2.47490972,0.701989105,1.305846316,0.370393263,12.55858249,7.878061234,5.512990298,3.458326224
TIC 29848012,3.985938601,1.39973895,4.215142565,1.142882067,5.251551477,1.142882067,2.977783603,1.090240999,2.77342106,2.09057906,0.363564084,0.253883813,1.461816066,0.535207396,0.876281908,0.320828707,2.257029443,1.713326819,0.868907728,0.659593927
TIC 33596460,2.969011247,1.261352665,3.163778845,1.029890139,4.860944122,1.029890139,2.763164036,0.90110026,1.633019481,1.132070383,0.121987801,0.074266197,1.535158492,0.500633223,0.714620074,0.233046003,5.59861581,3.912614754,1.17277461,0.819598165
TIC 416802566,3.797808421,1.374137675,4.047334255,1.121978713,4.004021684,1.121978713,5.315083413,1.905779493,7.680737203,5.705279575,4.728100943,3.221459554,1.884979087,0.675879231,2.79776424,1.003168022,2.604360668,1.948736532,2.710354865,2.028047652
TIC 441219121,2.255935945,1.164315408,2.391515075,0.950659549,4.30067127,0.950659549,4.266865857,1.276270611,4.670404701,3.030806042,0.25083225,0.137742654,2.519382622,0.753577475,0.93310167,0.27910187,10.96438486,7.173477606,1.889390785,1.236138886
TIC 97328396,2.270144576,1.166248957,2.527825232,0.952238286,3.660551162,0.952238286,5.106801979,1.530218125,6.94941233,4.515986033,0.959164867,0.527835571,2.677393121,0.802262453,1.572729655,0.471257635,9.678066796,6.340683088,3.409559263,2.233807145
TIC 142013583,4.403462244,1.456556721,4.664776012,1.189273583,5.54124701,1.189273583,2.692502506,1.031849741,2.272177211,1.767435537,0.376359641,0.277268451,1.221276132,0.468030562,0.851277099,0.326235557,1.53081434,1.198163956,0.68286385,0.534475561
TIC 111874795,1.510928239,1.0629327,1.781666907,0.867880915,3.031666503,0.867880915,5.93345366,1.611449499,8.177199806,4.913660961,1.050823146,0.514242749,3.111477793,0.845037245,1.655721403,0.449672582,18.50619374,11.20770585,5.852174483,3.544189102
TIC 11480757,3.224889245,1.29617325,3.354213574,1.058321027,5.503049982,1.058321027,2.383613282,0.800875266,1.238215925,0.877587533,0.055088827,0.034751005,1.413792358,0.475023083,0.539721667,0.181342224,4.767165006,3.405603147,0.658757573,0.470608184
TIC 121134517,4.195935105,1.428315855,4.385580652,1.166215012,5.913942208,1.166215012,2.057043683,0.770713808,1.122062126,0.859442186,0.081192909,0.058256152,1.119030544,0.419267855,0.52411369,0.196369995,1.954227089,1.506817257,0.478222942,0.368736359
TIC 137860956,3.464924862,1.32883796,3.580155997,1.084991651,4.630706091,1.084991651,4.663623811,1.610665023,3.661776314,2.386657921,2.619151802,1.89398874,2.355083585,0.813369798,1.307044719,0.451411027,3.926093001,2.861068718,1.491902856,1.087197015
TIC 152147549,6.16970379,1.696911752,7.141677036,1.385522643,6.376268034,1.385522643,1.414449151,0.654429569,0.308547354,0.270354673,0.220507953,0.201078071,0.436343665,0.201885092,0.669789457,0.30989451,0.175794703,0.153847118,0.35577005,0.311352937
TIC 1630438,3.400077124,1.320013301,4.124003101,1.077786347,3.902818396,1.077786347,3.545452137,1.21546616,1.581533699,1.137537536,1.380435004,0.891877612,1.278384395,0.43826088,1.89084766,0.648227999,2.370111745,1.71804256,2.905646015,2.106239729
TIC 180698725,4.876359713,1.520909915,5.876446294,1.241817746,5.118593359,1.241817746,2.375283146,0.957768661,0.789708052,0.635439718,0.704183769,0.550291394,0.722529486,0.291340466,1.136005274,0.45806339,0.516842289,0.41792382,1.038721726,0.839920728
TIC 214657111,2.435889364,1.188803966,2.943461062,0.970654374,3.247199355,0.970654374,5.807579531,1.776297183,7.280107409,4.806835086,3.212416272,1.811696676,2.225325751,0.68063465,2.300488616,0.703623847,6.658812092,4.432702169,5.033863586,3.350990797
TIC 296484514,3.422226071,1.323027391,3.475873819,1.080247341,4.868134339,1.080247341,4.637440075,1.5938506,8.7105975,6.276724608,0.942459967,0.610738522,2.339631251,0.804112315,1.27023698,0.436570164,4.311061109,3.130676515,1.195858985,0.868428339
TIC 331377569,2.612362868,1.212818968,2.766487253,0.990262541,4.477400084,0.990262541,3.916835842,1.224076265,4.026549893,2.702947498,0.297107807,0.171922835,2.230121333,0.696949962,1.026594768,0.320827918,7.913382147,5.355673561,1.636805239,1.107768383
TIC 367683204,6.376702364,1.72508069,6.757429611,1.408522485,6.306278256,1.408522485,2.20932049,1.045236682,1.50113496,1.332392267,0.834768406,0.779738669,0.735338068,0.347890822,1.004508186,0.475236077,0.254090396,0.224926444,0.384989418,0.340801155
TIC 441570283,4.804404778,1.511118089,5.774808121,1.233822753,4.955834815,1.233822753,2.785679904,1.114643433,1.1921007,0.954400431,1.125418599,0.871704382,0.835112644,0.33415642,1.334267917,0.533885092,0.564929766,0.45461152,1.201112759,0.966562092
TIC 46240200,5.566328019,1.614802709,6.30604002,1.318480891,5.862119341,1.318480891,2.033947053,0.882512666,0.805902943,0.679407701,0.506556581,0.430281461,0.653141124,0.283392487,0.910231266,0.394941757,0.3641829,0.30769504,0.548135364,0.463114915
TIC 55753802,3.072792362,1.275475486,3.287868153,1.041421374,4.819501415,1.041421374,2.844240898,0.938899919,1.810300191,1.266401711,0.159916032,0.098778602,1.554187578,0.513046062,0.787617179,0.259996861,5.023496295,3.542490759,1.225611371,0.864281907
TIC 383722507,1.775881687,1.098988298,2.079235624,0.897320187,3.25801597,0.897320187,4.419895003,1.243346866,3.564269309,2.203410039,0.579140917,0.295556865,2.319177437,0.652400565,1.521065515,0.427886192,14.25791222,8.884822501,4.814418046,3.000106125
TIC 157175641,3.679581907,1.358049084,3.927245459,1.108842434,5.015191976,1.108842434,3.053641152,1.080525125,1.118362454,0.750168651,0.763334236,0.56170046,1.566175197,0.55418812,0.863453392,0.305531344,2.888377404,2.141363457,1.060413705,0.786161516
TIC 166660531,4.071074013,1.411324412,4.780152905,1.152341557,4.556665519,1.152341557,3.277040679,1.211115712,2.199502795,1.668835261,1.140469022,0.805246858,1.168905472,0.431999454,1.343983525,0.496704107,1.348338557,1.030092099,1.656509413,1.265525821
TIC 173795590,4.23140065,1.433142104,4.221416416,1.170155628,5.778403074,1.170155628,3.146178949,1.183356937,1.598183581,1.151919167,0.697283181,0.535507592,1.776737286,0.668275526,0.775564424,0.291709263,2.278225067,1.761196867,0.543002667,0.419771782
TIC 193578361,5.557452389,1.613594889,5.640932784,1.31749471,6.607486095,1.31749471,2.159820406,0.93624668,2.05000193,1.72722761,0.245108462,0.20798138,1.021251172,0.442695613,0.641050791,0.277884991,0.671587811,0.567113066,0.275728387,0.232835035
TIC 229573710,6.23917981,1.70636624,6.039424252,1.393242201,6.70433071,1.393242201,2.408215127,1.122562478,3.345741732,2.94436263,0.574756759,0.528366394,1.057037233,0.492726054,0.809144809,0.37717378,0.487538254,0.428326559,0.264268935,0.232173379
TIC 270215222,3.080658273,1.276545901,3.653994715,1.042295364,3.999907855,1.042295364,2.984695196,0.986170365,1.478115051,1.034726084,0.457112248,0.282662879,1.303687485,0.43075017,1.122742616,0.370964344,3.587157598,2.531322354,2.608466127,1.84069655
TIC 289166536,2.446246368,1.190213376,2.691724525,0.971805152,4.006238243,0.971805152,4.006437466,1.226963519,3.743376785,2.47406805,0.429604486,0.242651291,2.131603703,0.652799401,1.15111322,0.352526138,8.401070964,5.59800462,2.503393763,1.668121827
TIC 325565137,2.674605285,1.221289088,3.522022893,0.997178365,3.106627259,0.997178365,5.241776271,1.650506599,3.784773884,2.555258063,3.525498934,2.058436276,1.758823707,0.553810385,2.556048293,0.804836826,3.959461617,2.695098037,5.8048953,3.951234648
TIC 376593757,2.346577143,1.176650112,2.349749097,0.960730794,6.080504067,0.960730794,3.667494672,1.109434947,3.349575724,2.192830219,0.037090302,0.020644103,2.44149518,0.738564147,0.522842058,0.158162261,11.44967144,7.557110417,0.368545435,0.243250521
